id,definition,duration,publishedAt,channelId,channelTitle,snippet.thumbnails.default.url,snippet.title,statistics.commentCount,statistics.dislikeCount,likeCount,statistics.viewCount,Channel_country,channel_description,channel_localized.description,channel_localized.title,channel_publishedAt,channel_thumbnails.default.url,channel_title,channel_commentCount,channel_subscriberCount,channel_videoCount,channel_viewCount
eUiupsDH9d0,hd,PT1M19S,2017-05-14T11:03:02.000Z,UC7O3QLGWC5k91NFdF1lO4jw,Fazi Fitness,https://i.ytimg.com/vi/eUiupsDH9d0/default.jpg,Bodybuilder BRANCH WARREN retired?,8,1,24,864,US,"Subscribe  to get current & upcoming bodybuilding news from around the Globe and to get free workout/nutrition tips and diet plans.
""Keep perusing your dreams no matter how far the seem""","Subscribe  to get current & upcoming bodybuilding news from around the Globe and to get free workout/nutrition tips and diet plans.
""Keep perusing your dreams no matter how far the seem""",Fazi Fitness,2015-11-26T16:59:12.000Z,https://yt3.ggpht.com/-CBvUw1pj75U/AAAAAAAAAAI/AAAAAAAAAAA/B6sHH5N_A2c/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Fazi Fitness,0,2842,120,2977573
KtlvNE3x2RI,sd,PT4M11S,2017-01-30T18:53:36.000Z,UCxjc8mUzILAiXGPf1lBhqdQ,Bodybuilding workout Routine And Diet planning,https://i.ytimg.com/vi/KtlvNE3x2RI/default.jpg,High Protein Sources Diet. best high protein diet.,506,800,11081,453538,IN,"Hello Friends I am online Gym Coach. Subscribe to our channel for tips on workouts, nutrition, supplements and bodybuilding. For Online Coaching Contact me on instagram,twitter and Facebook page. Clink the link below  and follow me.","Hello Friends I am online Gym Coach. Subscribe to our channel for tips on workouts, nutrition, supplements and bodybuilding. For Online Coaching Contact me on instagram,twitter and Facebook page. Clink the link below  and follow me.",Bodybuilding workout Routine And Diet planning,2015-05-16T02:52:47.000Z,https://yt3.ggpht.com/-nwD0XfR4X2c/AAAAAAAAAAI/AAAAAAAAAAA/rAd8FgavlTU/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Bodybuilding workout Routine And Diet planning,0,84211,68,5038945
t6qzGejRf8o,sd,PT1M47S,2017-01-03T06:18:03.000Z,UCjgmTKy-e_zrpmdnzXQ3pBA,Nepali Times,https://i.ytimg.com/vi/t6qzGejRf8o/default.jpg,Homemaker and Bodybuilder,0,0,9,538,0,"Nepali Times is an English language weekly that provides in-depth reporting and expert commentary on Nepali politics, business, culture, travel and society. Watch this space for interviews and news features.","Nepali Times is an English language weekly that provides in-depth reporting and expert commentary on Nepali politics, business, culture, travel and society. Watch this space for interviews and news features.",Nepali Times,2013-01-18T06:25:20.000Z,https://yt3.ggpht.com/-BpDAJvscVjQ/AAAAAAAAAAI/AAAAAAAAAAA/K62UyUq0v-A/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Nepali Times,0,328,258,154183
SEl7MPTUz-w,hd,PT5M1S,2017-01-29T18:36:20.000Z,UCtm56-zaQ0dtb8jQZz9dmRg,Ivan Ferjo - Fitness,https://i.ytimg.com/vi/SEl7MPTUz-w/default.jpg,TOP 5 - THE STRONGEST BODYBUILDERS,20,9,73,4532,SK,"Hey. I am 18 years old bodybuilder and youtuber. 
I am making all kind of videos about fitness lifestyle. 
I'll be happy if you'll follow my journey !","Hey. I am 18 years old bodybuilder and youtuber. 
I am making all kind of videos about fitness lifestyle. 
I'll be happy if you'll follow my journey !",Ivan Ferjo - Fitness,2015-02-24T22:59:58.000Z,https://yt3.ggpht.com/-v_y9SctxftY/AAAAAAAAAAI/AAAAAAAAAAA/nSXp3D0k2HA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Ivan Ferjo - Fitness,0,7947,119,1823294
92zbsXCvnAM,hd,PT5M17S,2017-03-28T10:30:45.000Z,UCHpu91a19yyLzqgO9DwdMIQ,BodybuildingPro,https://i.ytimg.com/vi/92zbsXCvnAM/default.jpg,TOP 5 Asian Bodybuilders 2017,319,459,4014,801221,0,Amazing bodybuilding channel!,Amazing bodybuilding channel!,BodybuildingPro,2016-01-21T17:02:32.000Z,https://yt3.ggpht.com/-S_k6u7EyCoc/AAAAAAAAAAI/AAAAAAAAAAA/-RCzYmqxr-A/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BodybuildingPro,0,177941,114,108500096
gLnaIB8wEYk,hd,PT39M54S,2017-05-14T15:22:53.000Z,UCCCBvlqKXHaZmYAW1YHAErg,Trinity Cheltenham,https://i.ytimg.com/vi/gLnaIB8wEYk/default.jpg,Body Building: Living Now In The Light Of Then - Andrew Blyth - 14th May 2017,0,0,0,61,0,"Welcome to the official Trinity Cheltenham YouTube channel, here we will upload all of the Sunday talks, events and trailers!","Welcome to the official Trinity Cheltenham YouTube channel, here we will upload all of the Sunday talks, events and trailers!",Trinity Cheltenham,2013-09-12T10:27:10.000Z,https://yt3.ggpht.com/-I0NeILBP6EU/AAAAAAAAAAI/AAAAAAAAAAA/e9s4zwQyrpQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Trinity Cheltenham,0,619,367,198179
u37gt_8ahHc,hd,PT3M44S,2017-05-10T15:35:33.000Z,UCG_rPZVWwk7baLcmYtQyjmg,SharpFitnessLook,https://i.ytimg.com/vi/u37gt_8ahHc/default.jpg,2017 UKBFF Classic Classic BodyBuilding,0,0,9,53,GB,"This Channel is Dedicated to Men & Women Who Want to Achieve That Sharp Fitness Look
With Motivational Fitness & Bodybuilding Workout Videos set to music.","This Channel is Dedicated to Men & Women Who Want to Achieve That Sharp Fitness Look
With Motivational Fitness & Bodybuilding Workout Videos set to music.",SharpFitnessLook,2013-11-23T12:45:49.000Z,https://yt3.ggpht.com/-2hU-8mZOr8g/AAAAAAAAAAI/AAAAAAAAAAA/BoVC4yJZGjw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,SharpFitnessLook,0,0,213,825720
lbxvTjkO1vo,hd,PT3M37S,2017-01-21T08:44:04.000Z,UCRdmic4vOgSgb8-tASplkZA,EnewsOdia,https://i.ytimg.com/vi/lbxvTjkO1vo/default.jpg,Ollywood  Superstar Anubhav Mohanty || Bodybuilding || Upcoming Odia Movie || HD,33,50,340,147197,IN,"Ollywood Just Goes bigger with Enews Odia. Your Ultimate Destination for Exclusive Updates on your Favorite Celebrities, Films, Events and more only on EnewsOdia.","Ollywood Just Goes bigger with Enews Odia. Your Ultimate Destination for Exclusive Updates on your Favorite Celebrities, Films, Events and more only on EnewsOdia.",EnewsOdia,2015-10-01T10:56:25.000Z,https://yt3.ggpht.com/-wCDrg5LaODI/AAAAAAAAAAI/AAAAAAAAAAA/eSkQCjJhm6c/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,EnewsOdia,0,0,432,13558344
ki8_ewEi-qc,hd,PT4M56S,2017-02-21T14:58:49.000Z,UCHw9WpMJeVPpUWk9eWVshJg,MAKAVELI*MOTIVATION,https://i.ytimg.com/vi/ki8_ewEi-qc/default.jpg,ARNOLD CLASSIC 2017 - BODYBUILDING MOTIVATION,128,54,2089,98943,0,0,0,MAKAVELI*MOTIVATION,2010-04-01T18:27:01.000Z,https://yt3.ggpht.com/-3SskGD92vh0/AAAAAAAAAAI/AAAAAAAAAAA/PRVVlzQc5Zs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,MAKAVELI*MOTIVATION,1,154611,229,54994674
_qgUN-UZf0k,hd,PT16M15S,2017-03-17T06:27:42.000Z,UC4xBTi3RFyzCzbqiCMCkDNQ,Exposed TV,https://i.ytimg.com/vi/_qgUN-UZf0k/default.jpg,Jason Blaha Exposed - Failed Bodybuilder Turned Jealous Hypocrite & Bigot,284,72,530,21204,0,0,0,Exposed TV,2016-03-22T05:27:13.000Z,https://yt3.ggpht.com/-QhDOyc7PVyQ/AAAAAAAAAAI/AAAAAAAAAAA/S3zGXXW42QU/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Exposed TV,0,890,3,38346
ItWAhgXddUQ,hd,PT3M20S,2017-01-29T10:24:33.000Z,UCojpl3ik6IgTi3M6zGHhb-A,YOYO TV Tamil,https://i.ytimg.com/vi/ItWAhgXddUQ/default.jpg,Mr.TamilNadu 2017 Bodybuilding Championship 55Kgs PART-2 || YOYO TV Tamil,0,1,11,4519,IN,"YOYO Tamil is the Official YouTube Channel of Tamil Movies. Stay connected with evergreen top stars of Tamil Cinemas, latest gossip, news, songs & scenes, promos, trailers, previews & reviews and Celebs chats. SUBSCRIBE AND STAY UPDATED yours YOYO Tv Tamil

Click Here To Subscribe http://goo.gl/n8Tlxr","YOYO Tamil is the Official YouTube Channel of Tamil Movies. Stay connected with evergreen top stars of Tamil Cinemas, latest gossip, news, songs & scenes, promos, trailers, previews & reviews and Celebs chats. SUBSCRIBE AND STAY UPDATED yours YOYO Tv Tamil

Click Here To Subscribe http://goo.gl/n8Tlxr",YOYO TV Tamil,2016-08-30T04:19:33.000Z,https://yt3.ggpht.com/-zLoK7LlnPS8/AAAAAAAAAAI/AAAAAAAAAAA/LKuxiLZ9ax8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,YOYO TV Tamil,0,8270,1248,2704194
imH5jVAQD48,hd,PT3M38S,2017-02-23T13:41:49.000Z,UClpMUfSq71HZyeHQB-LjwPw,BL MOTIVATION,https://i.ytimg.com/vi/imH5jVAQD48/default.jpg,KEVIN LEVRONE | ROAD TO MR. OLYMPIA 2017 | Bodybuilding Motivation,214,94,1487,158891,0,"Bodybuilding & fitness motivation !
Be a LION, set goals, smash them, be stronger, be better, show people who you are, never apologize for being awesome. Stay positive and find your MOTIVATION.","Bodybuilding & fitness motivation !
Be a LION, set goals, smash them, be stronger, be better, show people who you are, never apologize for being awesome. Stay positive and find your MOTIVATION.",BL MOTIVATION,2015-07-08T08:57:05.000Z,https://yt3.ggpht.com/-ao-QSesaCdo/AAAAAAAAAAI/AAAAAAAAAAA/3V9Qy2Yvj7g/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BL MOTIVATION,0,0,27,709618
G1cR0otH9Kg,hd,PT3M48S,2017-04-14T19:00:00.000Z,UCHVf9Ft5Twnqi8R4SVvWaWA,BODYBUILDING MOTIVATION,https://i.ytimg.com/vi/G1cR0otH9Kg/default.jpg,MONSTER PROJECT ● Bodybuilding Motivation,3,7,190,17162,0,"Bobybuilding Motivation for everyone!
Brutal Bodybuilding Motivation, workout, training muscles, back, chest, biceps, legs to become the Beast!","Bobybuilding Motivation for everyone!
Brutal Bodybuilding Motivation, workout, training muscles, back, chest, biceps, legs to become the Beast!",BODYBUILDING MOTIVATION,2014-10-12T19:17:29.000Z,https://yt3.ggpht.com/-_5a0Yf2CuTM/AAAAAAAAAAI/AAAAAAAAAAA/ToZ7Lz0g3u4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BODYBUILDING MOTIVATION,0,27965,31,7866947
ZTSiEfBabQY,hd,PT22S,2017-05-15T15:24:05.000Z,UCSSXjSrIZcAkGKs1f2QokgQ,Vow Strength,https://i.ytimg.com/vi/ZTSiEfBabQY/default.jpg,Gym Jewellery Choker | Vow Strength Bodybuilding Jewelry,2,0,2,10,0,0,0,Vow Strength,2017-04-26T17:19:44.000Z,https://yt3.ggpht.com/-SEwVxoq79kg/AAAAAAAAAAI/AAAAAAAAAAA/ObwKQcR94P8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Vow Strength,0,2,2,0
TOQIi97ydDY,hd,PT4M20S,2017-01-25T14:27:33.000Z,UC_ArBsYspQEQeCZEtHCCXVg,slavvs,https://i.ytimg.com/vi/TOQIi97ydDY/default.jpg,Bodybuilding Motivation 2017 - BECAUSE ITS HARD,14,18,410,47781,BG,Email : slavvslavov@gmail.com,Email : slavvslavov@gmail.com,slavvs,2010-05-31T14:36:45.000Z,https://yt3.ggpht.com/-t185UXAY9Lg/AAAAAAAAAAI/AAAAAAAAAAA/-huCl-1J-A8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,slavvs,8,76092,66,33030073
k23Wkw2jNNE,hd,PT3M49S,2017-01-23T19:30:11.000Z,UClpMUfSq71HZyeHQB-LjwPw,BL MOTIVATION,https://i.ytimg.com/vi/k23Wkw2jNNE/default.jpg,KAI GREENE | Hero | Mr. Olympia 2016 - 2017 | Bodybuilding Motivation,13,5,141,9405,0,"Bodybuilding & fitness motivation !
Be a LION, set goals, smash them, be stronger, be better, show people who you are, never apologize for being awesome. Stay positive and find your MOTIVATION.","Bodybuilding & fitness motivation !
Be a LION, set goals, smash them, be stronger, be better, show people who you are, never apologize for being awesome. Stay positive and find your MOTIVATION.",BL MOTIVATION,2015-07-08T08:57:05.000Z,https://yt3.ggpht.com/-ao-QSesaCdo/AAAAAAAAAAI/AAAAAAAAAAA/3V9Qy2Yvj7g/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BL MOTIVATION,0,0,27,709618
kaFznroXs4c,hd,PT3M49S,2017-05-15T06:57:05.000Z,UC7LEDq5AotuWsrO-0wAeXSw,LAISHRAM,https://i.ytimg.com/vi/kaFznroXs4c/default.jpg,The Ugly Truth About Bodybuilding and Fitness in Manipur,5,0,2,8,0,0,0,LAISHRAM,2017-05-11T16:50:38.000Z,https://yt3.ggpht.com/-o13Qu54wsnI/AAAAAAAAAAI/AAAAAAAAAAA/GLUyerZhnPE/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,LAISHRAM,0,2,1,0
OmGqLxwhaIE,hd,PT40M35S,2017-01-01T21:39:00.000Z,UCPxVNqP-az7ocVcQQBnGBcA,NickCoekaerts Motivation,https://i.ytimg.com/vi/OmGqLxwhaIE/default.jpg,Bodybuilding Motivation - Life Isn't Easy,2,17,192,28041,BE,"Best Motivation video's for the Gym. im trying to inspire people !!!!
 
Subscribe and hit that notification button to be the first persone who can see my daily videos.","Best Motivation video's for the Gym. im trying to inspire people !!!!
 
Subscribe and hit that notification button to be the first persone who can see my daily videos.",NickCoekaerts Motivation,2013-03-09T09:00:53.000Z,https://yt3.ggpht.com/-tf9--SmRp_w/AAAAAAAAAAI/AAAAAAAAAAA/nWTVE496Qnk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,NickCoekaerts Motivation,0,5981,237,2014486
6xC2G6ab6-A,hd,PT7M28S,2017-03-09T00:55:30.000Z,UCby7HztduJi0lG1DNXrsiBg,PumpChasers,https://i.ytimg.com/vi/6xC2G6ab6-A/default.jpg,How To Make Sweet Potatoes (One Of The Best Carbs For Bodybuilding),358,55,4512,132979,0,"This channel is for men and women that want to learn the ins and outs of fitness & bodybuilding. I plan to help beginners, overweight people, and even people who are already in good shape that want to go to the next level. Join the family! Join the movement!","This channel is for men and women that want to learn the ins and outs of fitness & bodybuilding. I plan to help beginners, overweight people, and even people who are already in good shape that want to go to the next level. Join the family! Join the movement!",PumpChasers,2014-09-30T00:40:50.000Z,https://yt3.ggpht.com/-OPElWEDUNXM/AAAAAAAAAAI/AAAAAAAAAAA/lDkmx6zURIE/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,PumpChasers,0,353974,371,42306315
L42Mq94CGBI,hd,PT5M45S,2017-03-26T14:53:44.000Z,UCo4qjS5NordyjVIMKJlVVbQ,NickVisionMotivation,https://i.ytimg.com/vi/L42Mq94CGBI/default.jpg,Jay Cutler - THE COMEBACK STORY - Bodybuilding Motivation,385,262,6548,621594,0,Bodybuilding motivation. Bringing you epic videos every week that will always keep you motivated!,Bodybuilding motivation. Bringing you epic videos every week that will always keep you motivated!,NickVisionMotivation,2014-05-14T18:17:32.000Z,https://yt3.ggpht.com/-NJNl1Yk4g9s/AAAAAAAAAAI/AAAAAAAAAAA/mZSqqZ-ptJQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,NickVisionMotivation,0,51566,81,15794016
Jkn4-SoxmRg,hd,PT4M45S,2017-05-14T18:09:49.000Z,UCBZ_FipjV1hrExi9uDWesGA,MUSCLEMORPH,https://i.ytimg.com/vi/Jkn4-SoxmRg/default.jpg,3 Bodybuilders That Took It Too Far,0,1,12,1480,NL,Your Link to the Fitness Industry! ✔,Your Link to the Fitness Industry! ✔,MUSCLEMORPH,2016-03-21T22:39:38.000Z,https://yt3.ggpht.com/-MoIABK4IWZU/AAAAAAAAAAI/AAAAAAAAAAA/bEQfJFBsq0I/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,MUSCLEMORPH,0,5422,66,3435633
9u4HkikDGNQ,sd,PT2M59S,2017-01-14T12:40:27.000Z,UCLFLFXEzTLcx3QuzkDqu_fA,king faknew,https://i.ytimg.com/vi/9u4HkikDGNQ/default.jpg,"MEET 80-YEAR-OLD ERNIE, THE WORLD'S OLDEST FEMALE BODYBUILDER",2,1,17,1894,0,0,0,king faknew,2016-12-17T22:02:53.000Z,https://yt3.ggpht.com/-8VuHShat8BY/AAAAAAAAAAI/AAAAAAAAAAA/d9QhheKv3Hc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,king faknew,0,16,48,158693
x1iKDqFw86w,hd,PT4M2S,2017-04-09T16:28:02.000Z,UCr0fgF1k5CRgnH5H5S6A-5w,Mind PUMP Motivation,https://i.ytimg.com/vi/x1iKDqFw86w/default.jpg,Bodybuilding Motivation - BLOODSPORT,48,41,1038,84505,US,"Bodybuilding motivation. Motivational video.

Contact: mindpmotivation@gmail.com","Bodybuilding motivation. Motivational video.

Contact: mindpmotivation@gmail.com",Mind PUMP Motivation,2011-04-07T16:13:30.000Z,https://yt3.ggpht.com/-9xe1TsE3gD0/AAAAAAAAAAI/AAAAAAAAAAA/MhEsrUSUHtQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Mind PUMP Motivation,2,152944,52,48214063
CYXQvDMKOqQ,hd,PT3M36S,2017-03-07T17:58:05.000Z,UC6IoVlmHWrWpJoAj7QKPeRA,Bodybuilding For Life,https://i.ytimg.com/vi/CYXQvDMKOqQ/default.jpg,Morgan Aste | Biggest Bodybuilder in the World,212,109,787,192376,RO,Bodybuilding For Life. Motivation Videos.Epic Videos every day to keep you motivated and lift the steel.,Bodybuilding For Life. Motivation Videos.Epic Videos every day to keep you motivated and lift the steel.,Bodybuilding For Life,2016-09-26T16:45:54.000Z,https://yt3.ggpht.com/--diDG5p_1L0/AAAAAAAAAAI/AAAAAAAAAAA/KLZ00Axp6lo/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Bodybuilding For Life,0,19802,188,11703452
CAEV04coC8k,hd,PT4M56S,2017-05-08T10:59:47.000Z,UCHpu91a19yyLzqgO9DwdMIQ,BodybuildingPro,https://i.ytimg.com/vi/CAEV04coC8k/default.jpg,Kang Kyung Won - The Best Korean Natural Bodybuilder,148,155,527,49216,0,Amazing bodybuilding channel!,Amazing bodybuilding channel!,BodybuildingPro,2016-01-21T17:02:32.000Z,https://yt3.ggpht.com/-S_k6u7EyCoc/AAAAAAAAAAI/AAAAAAAAAAA/-RCzYmqxr-A/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BodybuildingPro,0,177941,114,108500096
7VbB-30RJ-E,hd,PT22M52S,2017-05-12T00:13:05.000Z,UCSLZVmugvfdd6KubkvOXMAA,The Bodybuilder in Thailand,https://i.ytimg.com/vi/7VbB-30RJ-E/default.jpg,BODYBUILDER IN THAILAND HEADS TO THE JUNGLE IN BUANG KHAN PROVINCE,19,1,24,389,0,"The Bodybuilder in Thailand, I Left the USA and moved To Bangkok to Make a Life for Myself. FOLLOW ME  as I get huge and enjoy the Thai lifestyle. Please Subscribe! Thank You!","The Bodybuilder in Thailand, I Left the USA and moved To Bangkok to Make a Life for Myself. FOLLOW ME  as I get huge and enjoy the Thai lifestyle. Please Subscribe! Thank You!",The Bodybuilder in Thailand,2016-07-06T07:20:06.000Z,https://yt3.ggpht.com/-To4CSPTHZbk/AAAAAAAAAAI/AAAAAAAAAAA/R4wNBD8MeU0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,The Bodybuilder in Thailand,0,3948,196,977206
Re2aJnvurk0,sd,PT3M34S,2017-04-19T15:00:03.000Z,UCZcrrn88bozb4i-jPNuzUYg,PK Motivation,https://i.ytimg.com/vi/Re2aJnvurk0/default.jpg,Bodybuilding Motivation - MAKE A DECISION 2017,4,6,144,11446,0,0,0,PK Motivation,2015-01-23T10:44:00.000Z,https://yt3.ggpht.com/-SyXtKLe3cZU/AAAAAAAAAAI/AAAAAAAAAAA/QI78I24XuW8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,PK Motivation,0,4715,272,1705272
RS821Hmcsas,hd,PT3M23S,2017-05-09T19:09:52.000Z,UCSGnLRvirVzhekahYcyf8JQ,Top 5 Battle,https://i.ytimg.com/vi/RS821Hmcsas/default.jpg,5 Most Shocking Bodybuilders Death | Extreme Bodybuilding,0,1,11,2238,IN,"In this fast growing world we are here for you fast top best countdowns from versatile fields. This is Top 5 Battle
top of the world,top five trailer,top channel,top movies,top of the world,top youtube videos,top 5 league,top 5 games,top 5 plays","In this fast growing world we are here for you fast top best countdowns from versatile fields. This is Top 5 Battle
top of the world,top five trailer,top channel,top movies,top of the world,top youtube videos,top 5 league,top 5 games,top 5 plays",Top 5 Battle,2014-05-11T06:17:20.000Z,https://yt3.ggpht.com/-G7BVF-3tcGw/AAAAAAAAAAI/AAAAAAAAAAA/rqbdCtXNBUU/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Top 5 Battle,0,41854,71,27408238
AClHX12OqOU,hd,PT3M18S,2017-04-15T18:49:14.000Z,UC6IoVlmHWrWpJoAj7QKPeRA,Bodybuilding For Life,https://i.ytimg.com/vi/AClHX12OqOU/default.jpg,When Bodybuilders goes to the Beach *,47,170,300,116592,RO,Bodybuilding For Life. Motivation Videos.Epic Videos every day to keep you motivated and lift the steel.,Bodybuilding For Life. Motivation Videos.Epic Videos every day to keep you motivated and lift the steel.,Bodybuilding For Life,2016-09-26T16:45:54.000Z,https://yt3.ggpht.com/--diDG5p_1L0/AAAAAAAAAAI/AAAAAAAAAAA/KLZ00Axp6lo/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Bodybuilding For Life,0,19802,188,11703452
vBLAg0clXYA,hd,PT1M3S,2017-02-13T19:44:57.000Z,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,https://i.ytimg.com/vi/vBLAg0clXYA/default.jpg,3-Foot-7-Inch Teen Bodybuilder Defeats Men Double His Size In Competitions,76,9,550,23890,US,"Inside Edition is television's longest-running, top-rated, and most-honored syndicated newsmagazine.","Inside Edition is television's longest-running, top-rated, and most-honored syndicated newsmagazine.",Inside Edition,2012-10-09T00:36:32.000Z,https://yt3.ggpht.com/--lW_9_RB4zo/AAAAAAAAAAI/AAAAAAAAAAA/0AiBW329YJQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Inside Edition,0,958002,8992,1526282208
mnv1NGVotew,hd,PT4M19S,2017-04-23T07:20:26.000Z,UCT3lJcJHsGy7w42jkbjcv8A,Motivação BR,https://i.ytimg.com/vi/mnv1NGVotew/default.jpg,"Motivação bodybuilding - FALE MENOS, FAÇA MAIS",10,0,68,1261,0,"- Melhor da Motivação Bodybuilding.
- Futuramente: Daily Vlog + Treino","- Melhor da Motivação Bodybuilding.
- Futuramente: Daily Vlog + Treino",Motivação BR,2017-04-12T19:43:17.000Z,https://yt3.ggpht.com/-0iPv690-uFw/AAAAAAAAAAI/AAAAAAAAAAA/BWoMromMHV4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Motivação BR,0,260,17,6256
1UT3mUVYBWQ,hd,PT5M36S,2017-05-13T21:57:16.000Z,UCcLLmGNAktwh0wq3_WP6a9A,Mind Muscle Academy,https://i.ytimg.com/vi/1UT3mUVYBWQ/default.jpg,Current State of Bodybuilding - Generation Iron 2 Review,15,0,9,243,US,#1 Muscle Building Expert! 25+ Magazine Covers 100+ Published Articles in Top Fitness Publications,#1 Muscle Building Expert! 25+ Magazine Covers 100+ Published Articles in Top Fitness Publications,Mind Muscle Academy,2009-06-26T01:53:49.000Z,https://yt3.ggpht.com/-OxywITNZl6o/AAAAAAAAAAI/AAAAAAAAAAA/9N31Ws7pcE0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Mind Muscle Academy,17,3994,276,1777237
LpFyMQiVlBs,hd,PT10M57S,2017-05-13T02:50:33.000Z,UCn8Fiasqd-6G3A6AS322mZA,FitMuscle TV,https://i.ytimg.com/vi/LpFyMQiVlBs/default.jpg,WHY BODYBUILDERS ARE DYING | SHOCKING !!,242,51,1701,38390,0,"Muscle TV is your one stop for all fitness related queries.

Run by Gaurav Taneja.
Gaurav holds a Bachelor's degree from IIT Kharagpur (2008), A certified Nutritionist, a professional Bodybuilder and an Aviator.
He is into Health and Fitness Industry since 13 years. 
Our Aim is to spread the knowledge based content through this channel. you will always find our content backed by science and proof's.

Ask us anything related to diet, supplementation, training, gear and we will be happy to help.","Muscle TV is your one stop for all fitness related queries.

Run by Gaurav Taneja.
Gaurav holds a Bachelor's degree from IIT Kharagpur (2008), A certified Nutritionist, a professional Bodybuilder and an Aviator.
He is into Health and Fitness Industry since 13 years. 
Our Aim is to spread the knowledge based content through this channel. you will always find our content backed by science and proof's.

Ask us anything related to diet, supplementation, training, gear and we will be happy to help.",FitMuscle TV,2016-11-30T09:39:41.000Z,https://yt3.ggpht.com/-Wp0HOMOn7pk/AAAAAAAAAAI/AAAAAAAAAAA/8MUNIYc8UXw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,FitMuscle TV,0,86343,59,3289215
3YburNhd8Sw,hd,PT6M23S,2017-01-06T05:30:30.000Z,UCKqgRPqRtgJZ_RSXSJraoMg,JAGRUK.IN - अच्छा देखो. अच्छा सोचो.,https://i.ytimg.com/vi/3YburNhd8Sw/default.jpg,सबसे खतरनाक महिला बॉडीबिल्डर | most extreme female bodybuilders,27,84,735,287016,IN,"Being a Jagruk Indian Subscribe us today to watch Hindi Videos.

रोचक तथ्य, Amazing Facts in Hindi

Website:
http://www.jagruk.in

Facebook:
https://www.facebook.com/jagruk.in

Twitter:
https://twitter.com/jagrukindia","Being a Jagruk Indian Subscribe us today to watch Hindi Videos.

रोचक तथ्य, Amazing Facts in Hindi

Website:
http://www.jagruk.in

Facebook:
https://www.facebook.com/jagruk.in

Twitter:
https://twitter.com/jagrukindia",JAGRUK.IN - अच्छा देखो. अच्छा सोचो.,2014-11-10T13:31:56.000Z,https://yt3.ggpht.com/-Pr_7g1EzqIM/AAAAAAAAAAI/AAAAAAAAAAA/AL2I4z-x_NY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,JAGRUK.IN - अच्छा देखो. अच्छा सोचो.,0,128949,197,24755117
W-uAUcAiy-U,hd,PT13M10S,2017-03-19T10:49:30.000Z,UC3peb43RaA_CobmztuCPdDA,Shreyas Kamath Fitness,https://i.ytimg.com/vi/W-uAUcAiy-U/default.jpg,Bodybuilding Food and Making Enemies to Start Something (Vlog),101,82,385,17616,IN,"Hey there,
Thanks for checking out my channel. Here you will find information based of scientific evidence as well as my real world experience.","Hey there,
Thanks for checking out my channel. Here you will find information based of scientific evidence as well as my real world experience.",Shreyas Kamath Fitness,2012-12-29T15:15:27.000Z,https://yt3.ggpht.com/-Q9lHmEoFjiU/AAAAAAAAAAI/AAAAAAAAAAA/Pm84pf-JRmw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Shreyas Kamath Fitness,1,51794,355,7120290
